hhid,p10d01,p10d03,p10d04,p10d06,p10e05a
6323,no,missing,missing,missing,missing
6324,no,missing,missing,missing,missing
6325,no,missing,missing,missing,missing
6326,no,missing,missing,missing,missing
6327,no,missing,missing,missing,missing
6328,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado de gobierno,missing
6329,no,missing,missing,missing,missing
6330,si, personal directivo de la admon publica y de las empresas, administracion publica y defensa,como empleado de gobierno,missing
6331,no,missing,missing,missing,missing
6332,no,missing,missing,missing,missing
6333,missing,missing,missing,missing,missing
6334,missing,missing,missing,missing,missing
6335,no,missing,missing,missing,missing
6336,si, operarios y artesanos de artes mecanicas y otros oficios," transporte, almacenamiento y comunicaciones",como empleado de gobierno,missing
6337,no,missing,missing,missing,missing
6338,missing,missing,missing,missing,missing
6339,no,missing,missing,missing,missing
6340,no,missing,missing,missing,missing
6341,no,missing,missing,missing,missing
6342,no,missing,missing,missing,missing
6343,no,missing,missing,missing,missing
6344,no,missing,missing,missing,missing
6345,no,missing,missing,missing,missing
6346,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,como empleado u obrero de una empresa privada,missing
6347,no,missing,missing,missing,missing
6348,missing,missing,missing,missing,no
6349,no,missing,missing,missing,missing
6350,missing,missing,missing,missing,no
6351,no,missing,missing,missing,missing
6352,si, operadores de instalaciones y maquinas y montadores," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
6353,no,missing,missing,missing,missing
6354,no,missing,missing,missing,missing
6355,no,missing,missing,missing,missing
6356,no,missing,missing,missing,missing
6357,no,missing,missing,missing,missing
6358,no,missing,missing,missing,missing
6359,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
6360,no,missing,missing,missing,missing
6361,no,missing,missing,missing,missing
6362,no,missing,missing,missing,missing
6363,no,missing,missing,missing,missing
6364,no,missing,missing,missing,missing
6365,no,missing,missing,missing,missing
6366,si, trab. de los servicios y vend. de comercios y mercados," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,missing
6367,no,missing,missing,missing,missing
6368,no,missing,missing,missing,missing
6369,no,missing,missing,missing,missing
6370,missing,missing,missing,missing,missing
6371,no,missing,missing,missing,missing
6372,no,missing,missing,missing,missing
6373,no,missing,missing,missing,missing
6374,no,missing,missing,missing,missing
6375,no,missing,missing,missing,missing
6376,no,missing,missing,missing,missing
6377,no,missing,missing,missing,missing
6378,no,missing,missing,missing,missing
6379,si, trabajadores no calificados, comercio,como ayudante o trabajador familiar sin remuneracion,missing
6380,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,missing
6381,no,missing,missing,missing,missing
6382,no,missing,missing,missing,missing
6383,no,missing,missing,missing,missing
6384,no,missing,missing,missing,missing
6385,no,missing,missing,missing,missing
6386,no,missing,missing,missing,missing
6387,no,missing,missing,missing,missing
6388,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,missing
6389,no,missing,missing,missing,missing
6390,no,missing,missing,missing,missing
6391,no,missing,missing,missing,missing
6392,si, trabajadores no calificados," electricidad, gas y agua",como jornalero o peon,missing
6393,no,missing,missing,missing,missing
6394,no,missing,missing,missing,missing
6395,no,missing,missing,missing,missing
6396,missing,missing,missing,missing,missing
6397,si, empleados de oficina," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,missing
6398,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,missing
6399,no,missing,missing,missing,missing
6400,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,trabajador por su cuenta o en su finca,missing
6401,no,missing,missing,missing,missing
6402,si, agricultores y trab. calificados agropecuarios y pesqueros, comercio,trabajador por su cuenta o en su finca,missing
6403,no,missing,missing,missing,missing
6404,missing,missing,missing,missing,missing
6405,no,missing,missing,missing,missing
6406,no,missing,missing,missing,missing
6407,no,missing,missing,missing,missing
6408,no,missing,missing,missing,missing
6409,no,missing,missing,missing,missing
6410,missing,missing,missing,missing,missing
6411,no,missing,missing,missing,missing
6412,missing,missing,missing,missing,missing
6413,missing,missing,missing,missing,missing
6414,missing,missing,missing,missing,missing
6415,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),missing
6416,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
6417,no,missing,missing,missing,missing
6418,missing,missing,missing,missing,no
6419,no,missing,missing,missing,missing
6420,missing,missing,missing,missing,si
6421,no,missing,missing,missing,missing
6422,no,missing,missing,missing,missing
6423,no,missing,missing,missing,missing
6424,no,missing,missing,missing,missing
6425,no,missing,missing,missing,missing
6426,no,missing,missing,missing,missing
6427,no,missing,missing,missing,missing
6428,no,missing,missing,missing,missing
6429,no,missing,missing,missing,missing
6430,missing,missing,missing,missing,missing
6431,missing,missing,missing,missing,missing
6432,no,missing,missing,missing,missing
6433,no,missing,missing,missing,missing
6434,no,missing,missing,missing,missing
6435,no,missing,missing,missing,missing
6436,no,missing,missing,missing,missing
6437,no,missing,missing,missing,missing
6438,no,missing,missing,missing,missing
6439,no,missing,missing,missing,missing
6440,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,missing
6441,no,missing,missing,missing,missing
6442,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6443,no,missing,missing,missing,missing
6444,no,missing,missing,missing,missing
6445,no,missing,missing,missing,missing
6446,no,missing,missing,missing,missing
6447,no,missing,missing,missing,missing
6448,no,missing,missing,missing,missing
6449,no,missing,missing,missing,missing
6450,no,missing,missing,missing,missing
6451,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6452,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6453,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6454,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6455,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6456,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,missing
6457,no,missing,missing,missing,missing
6458,no,missing,missing,missing,missing
6459,no,missing,missing,missing,missing
6460,no,missing,missing,missing,missing
6461,no,missing,missing,missing,missing
6462,no,missing,missing,missing,missing
6463,no,missing,missing,missing,missing
6464,no,missing,missing,missing,missing
6465,missing,missing,missing,missing,missing
6466,no,missing,missing,missing,missing
6467,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,missing
6468,no,missing,missing,missing,missing
6469,no,missing,missing,missing,missing
6470,no,missing,missing,missing,missing
6471,no,missing,missing,missing,missing
6472,no,missing,missing,missing,missing
6473,no,missing,missing,missing,missing
6474,no,missing,missing,missing,missing
6475,no,missing,missing,missing,missing
6476,no,missing,missing,missing,missing
6477,no,missing,missing,missing,missing
6478,no,missing,missing,missing,missing
6479,no,missing,missing,missing,missing
6480,si, trabajadores no calificados, construccion,como empleado u obrero de una empresa privada,missing
6481,no,missing,missing,missing,missing
6482,no,missing,missing,missing,missing
6483,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6484,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,missing
6485,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6486,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,missing
6487,no,missing,missing,missing,missing
6488,no,missing,missing,missing,missing
6489,missing,missing,missing,missing,missing
6490,no,missing,missing,missing,missing
6491,no,missing,missing,missing,missing
6492,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,missing
6493,si, personal directivo de la admon publica y de las empresas, administracion publica y defensa,como empleado de gobierno,missing
6494,no,missing,missing,missing,missing
6495,missing,missing,missing,missing,missing
6496,no,missing,missing,missing,missing
6497,no,missing,missing,missing,missing
6498,no,missing,missing,missing,missing
6499,missing,missing,missing,missing,missing
6500,no,missing,missing,missing,missing
6501,no,missing,missing,missing,missing
6502,no,missing,missing,missing,missing
6503,no,missing,missing,missing,missing
6504,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,missing
6505,missing,missing,missing,missing,missing
6506,no,missing,missing,missing,missing
6507,missing,missing,missing,missing,missing
6508,no,missing,missing,missing,missing
6509,no,missing,missing,missing,missing
6510,no,missing,missing,missing,missing
6511,no,missing,missing,missing,missing
6512,no,missing,missing,missing,missing
6513,no,missing,missing,missing,missing
6514,no,missing,missing,missing,missing
6515,missing,missing,missing,missing,no
6516,no,missing,missing,missing,missing
6517,missing,missing,missing,missing,missing
6518,no,missing,missing,missing,missing
6519,no,missing,missing,missing,missing
6520,missing,missing,missing,missing,missing
6521,missing,missing,missing,missing,missing
